number,name,price,review number,5 stars,4 stars,3 stars,2 stars,1 star
625809195,"2 Pack - Crest Gum & Enamel Repair Toothpaste for Gum Care Advanced Whitening, 4.1 oz",$17.31,133,1,0,0,0,0
366120034,2 Pack - Hello Oral Care Activated Charcoal Fluoride Free Whitening Toothpaste 4  oz,$13.94,1744,1,0,0,0,0
52619095,"Aim Multi-Benefit Cavity Protection Gel Toothpaste, Ultra Mint 5.50 oz (Pack of 3)",$9.99,109,1,0,0,0,0
801554676,Teeth Whitening Bundle - Bamboo Charcoal Toothpaste + Activated Coconut Charcoal Powder + 3 Wheat Straw Toothbrushes,$13.99,206,2,0,0,0,0
231460442,6 Pack - Plus White Xtra Whitening Toothpaste Gel Cool Mint 3.50 oz,$29.01,206,0,1,0,0,0
187908036,2 Pack - AquaFresh Cool Mint Toothpaste Cavity Protection 5.6 Oz Each,$10.29,109,1,0,0,0,0
320983337,"6 Pack - Crest Whitening Expressions Toothpaste, Extreme Herbal Mint 6 oz",$28.86,89,41,7,1,1,4
44590270,Listerine Essential Care Toothpaste Gel 4.20 oz (Pack of 3),$20.04,971,71,13,1,2,1
629359298,"3 Pack - Crest Gum & Enamel Repair Toothpaste For Gum Care Intensive Clean, 4.1 oz",$28.86,140,89,23,4,4,1
646133466,Colgate Triple Action Toothpaste 8 oz (Pack of 3),$16.05,92,5,2,0,0,0
976239158,Sensodyne Pronamel Toothpaste 4 oz,$9.99,147,45,12,7,4,4
48661737,Stim-U-Dent Plaque Removers Mint 100 Each (Pack of 4),$8.99,7,1,0,0,0,0
48083398,Crest 3D White Fluoride Anticavity Toothpaste 0.85 oz (Pack of 2),$5.05,6,0,0,0,0,1
865278212,"Toms Of Maine Long Lasting Wicked Fresh Spearmint Ice Fluoride Toothpaste - 4.7 Oz, 6 Pack",$38.44,109,1,0,0,0,0
151368309,"colgate total toothpaste, deep clean - 5.1 ounce (4 pack)",$31.61,206,40,12,2,3,5
948575055,"Sensodyne ProNamel Toothpaste, Mint Essence, 4 Oz Each",$12.06,147,45,12,7,4,4
160104403,"3 Pack - Cavity Protection Toothpaste, Regular, 8.2oz Each",$18.77,89,106,22,4,1,0
15103867,"Colgate My First Baby and Toddler Toothpaste, Fluoride Free - 1.75 oz",$9.29,206,6,6,1,1,1
47932068,"Aquafresh Whitening Multi Action Invigorating Mint Fluoride Toothpaste, 5.6 oz",$11.28,206,3,0,0,0,0
890472423,Tom's Silly Strawberry Fluoride Free Kids Toothpaste - 4.2oz Each,$7.85,49,18,2,0,0,2
499579307,"(4 pack) Crest Pro-Health Clean Mint Toothpaste, 4.6 oz",$9.58,206,1,0,0,0,0
670597476,Radius Organic Toothpaste for Kids - Dragon Fruit 3 oz Gel,$7.99,206,1,0,0,0,0
45025396,Anbesol Gel Maximum Strength 0.33 oz (Pack of 3),$19.69,109,1,0,0,0,0
50652731,"Crest Complete Multi-Benefit Fluoride Toothpaste, Whitening + Scope, Minty Fresh 0.85 oz (Pack of 2)",$5.03,109,118,29,6,5,14
565005124,"2 Pack - Crest Sensitivity Complete Protection Toothpaste, Smooth Mint, 3.5 oz",$13.58,56,40,12,6,5,3
848731970,"Jason Power Smile Whitening Toothpaste, Powerful Peppermint 6 oz (Pack of 6)",$26.82,25,74,9,4,2,3
774834030,"Jason Sea Fresh Antiplaque & Strengthening Toothpaste, Deep Sea Spearmint 6 oz",$6.89,51,43,6,0,0,1
47217448,"(2 Pack) Sensodyne Pronamel Fresh Wave Fluoride Toothpaste to Strengthen and Protect Enamel, 8 ounces Twinpack (4 oz)",$19.66,1,163,45,14,5,5
174092706,"Colgate Optic White Toothpaste, Sparkling Mint (5 oz., 5 pk.)",$24.69,31,6,1,0,1,1
113408232,"Jason Power Smile Whitening Toothpaste, Powerful Peppermint 6 oz",$7.99,10,73,9,4,2,3
45023523,Listerine Ultraclean Antiseptic Fresh Citrus 1500 mL (Pack of 2),$27.73,206,8,1,0,0,0
44722157,Crest Toothpaste Gel Cool Mint 8.20 oz (Pack of 6),$25.73,109,1,0,0,0,0
26971588,"Tea Tree Therapy Natural Whitening Toothpaste With Tea Tree Oil, 3 Oz",$8.40,206,1,0,0,0,0
164692829,"2 Pack - Sensodyne Repair & Protect Fluoride Toothpaste, Extra Fresh Toothpaste 3.4 oz",$15.96,53,7,2,0,0,0
384632200,Colgate Sensitive Maximum Strength Whitening Toothpaste 6 oz (Pack of 2),$13.32,172,0,1,0,0,0
135273141,Activated Charcoal Toothpaste Mint Heritage Store 5.1 oz Paste,$12.18,206,1,1,0,1,0
582662042,Opalescence Whitening Toothpaste Sensitivity Relief 4.7oz (1),$11.47,206,1,0,0,0,0
44602489,Smart Mouth Whitening Toothpaste with Fluoride Fresh Mint 6 oz (Pack of 3),$25.74,13,1,0,0,0,0
859799171,Sanogyl Rose Toothpaste for Irritated Gum Care 75 Ml,$13.99,533,1,0,0,0,0
817711773,2 Pack Crest Multi-Benefit Whitening Fluoride Toothpaste Anticavity Cinnamon Gel,$16.44,1,0,0,0,0,1
45003251,Gly-Oxide Liquid 0.50 oz (Pack of 2),$14.56,206,1,0,0,0,0
109642706,Email Diamant Red Toothpaste 75 ml,$14.95,206,1,0,0,0,0
941971409,"Toms of Maine Fluoride-Free Natural Toddler Toothpaste, Mild Fruit, 2 Pack, 1.75 oz each",$11.91,818,2,0,0,0,0
104711980,KABOER Cartoon Cute Multi-Function Automatic Toothpaste Machine Fun Animal Squeezing Toothpaste Cute Cartoon Toothpaste Squeezing Equipment Cleansing Cream Squeezer Roller,$7.57,206,0,0,0,0,1
470459427,"Crest 3d White Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste, Invigorating Mint 4 Count 4.1OZ Each",$34.99,206,0,0,0,0,1
37426203,Xlear Spry Xylitol and Aloe Toothpaste Fluoride Free - Cinnamon 5 oz Paste,$8.99,206,19,0,1,0,5
45020072,Aquafresh Kids Toothpaste Bubble Mint Pump 4.60 oz (Pack of 2),$9.22,7,1,0,0,0,0
691986848,"Product Of Crest Pro Health, Toothpaste, Count 1 - Tooth Paste / Grab Varieties & Flavors",$8.91,151,0,0,0,0,1
176991034,Trader Joe's All Natural Anticavity Peppermint Toothpaste with Baking Soda and Fluoride 6oz (Pack of 2),$14.99,206,0,0,0,0,1
223440990,2 Pack - Crest Whitening Plus Scope Toothpaste Minty Fresh Striped 2.70 oz,$9.58,89,121,30,7,5,15
898536402,Viva Doria Fluoride Free Natural Mineralizing Toothpaste - Cinnamon (3 oz glass jar),$6.99,206,2,0,0,0,1
48656808,GUM Dual-Action Tongue Cleaner 1 Each (Pack of 4),$9.81,206,2,0,0,0,0
179352395,5 Pack Ultra Brite Advanced Whitening All in One Mint Toothpaste 6.0 Oz Each,$14.76,158,1,0,0,0,0
125376804,Pet King Brands Retail-Oratene Antiseptic Gel 1 Oz,$13.98,89,1,0,0,0,0
456249386,Crest Complete Extra Whitening w/ Scope Toothpaste 5 pack 8.2oz New In Box!!,$200.00,248,0,0,1,0,0
429877253,All Natural Activated Charcoal Toothpaste and Teeth Whitening with Coconut Charcoal and Essential Oil,$9.99,206,12,3,1,0,2
675068431,"Tom's of Maine Tartar Control Plus Whitening Paste, Spearmint 5.5oz Each",$9.38,109,22,2,0,0,1
48088843,"GUM Proxabrush Go-Betweens Cleaners, Ultra Tight 8 ea (Pack of 3)",$13.54,206,1,0,0,0,0
809004106,"Jason Power Smile Whitening Toothpaste, Powerful Peppermint 6 oz (Pack of 4)",$20.58,206,72,9,4,2,3
45103542,"Crest 3D White Brilliance Advanced Whitening Technology Toothpaste, Mesmerizing Mint, 4.1 oz",$5.99,132,33,15,1,0,1
586699229,2 Pack - Orajel Toddler Training Toothpaste Fruit Splash 1.50 oz,$10.31,206,0,0,0,0,1
119776798,"My Magic Mud Activated Charcoal Fluoride Free Whitening Toothpaste, Wintergreen, 4 Oz",$12.34,206,604,271,94,32,10
26960935,"Desert Essence Natural Tea Tree Oil And Neem Fluoride-Free Toothpaste, Wintergreen, 6.25 Oz",$12.44,206,212,22,4,1,1
136245777,"3 Pack Sensodyne Pronamel Toothpaste Fresh Breath Protects from Acids, 4 oz Each",$24.93,232,72,32,13,4,3
117455625,"Crest 3D White Vivid Fluoride Anticavity Toothpaste, Radiant Mint  0.85 oz",$5.59,252,189,34,16,7,12
940485291,"Sensodyne Pronamel Toothpaste Fresh Breath , Protects from Acids - 4 oz",$10.75,232,72,32,13,4,3
28932668,Heritage Products Ipsab Tooth Powder Peppermint 4 oz Pwdr,$8.31,206,5,1,1,0,0
26965744,Tom's of Maine Peppermint Whole Care Toothpaste 4.7 oz Paste,$4.79,47,32,2,1,1,2
548484707,"Premier 9007280 Enamelon Fluoride Toothpaste, 122 G,- Mint Breeze (Pack Of 1)",$15.99,147,1,0,0,1,0
681771613,"Squigle - Squigle Toothpaste ,Peppermint,4 ounce (Pack of 2)",$17.99,206,1,0,0,0,0
49086672,"Christopher's Original Formulas Herbal Tooth Powder, 2 Oz",$10.95,206,7,2,0,0,1
726338909,Schmidt's Naturally Flavored Kids Toothpaste Watermelon + Strawberry 4.7 OZ,$10.25,13,1,0,0,1,0
146939219,Toothbrush Toothpaste Kit Travel Set Crest .85 oz Holder 3 Piece Set Compact New,$5.94,4,0,0,0,0,1
466691597,Crest Pro Health Original Clean Mint Toothpaste 5.1 Ounce Pack of 2,$14.56,89,73,29,18,15,18
815847716,"(2 pack) Crest Tartar Control Toothpaste, 6.4 oz",$8.66,206,20,3,0,0,5
48652387,Listerine Essential Care Toothpaste Gel 4.20 oz (Pack of 4),$24.29,220,75,13,1,2,1
26960951,"Desert Essence Natural Tee Tree Oil Fluoride-Free Toothpaste, Mint, 6.25 Oz",$12.44,206,46,8,1,0,0
48088810,GUM Butlerweave Floss Mint Waxed 200 yd (Pack of 2),$7.16,206,0,1,0,0,0
39259433,"Now Xyliwhite Fluoride-Free Kids Toothpaste, Strawberry Splash, 3 Oz",$5.61,206,14,1,0,0,1
36297524,"Desert Essence Natural Tee Tree Oil Fluoride-Free Toothpaste, Mega Mint, 6.25 Oz",$10.98,206,9,2,2,0,1
340143658,"3 Pack - Aquafresh Cavity Protection Fluoride Toothpaste, Cool Mint 3 oz",$9.42,109,0,0,0,1,0
709281729,2 Pack - Crest Tartar Protection Toothpaste Whitening Cool Mint Paste 5.7 oz,$12.42,89,4,3,0,0,1
353927148,"Nature's Gate Natural Toothpaste without Fluoride, Wintergreen Gel (Pack of 6)",$31.99,206,1,0,0,0,0
103339103,Eco-Dent  ExtraBrite   Dazzling Mint  Tooth Whitener  Without Fluoride  2 oz  56 g,$15.76,206,3,2,0,0,0
825787128,"2 Pack - Hello Sensitivity Relief Toothpaste, Soothing Mint with Coconut Oil, 4 oz 1  ea",$16.22,180,73,6,1,1,1
42861621,Close Up Anticavity Fluoride Toothpaste Freshening,$2.39,158,0,0,0,0,1
757175588,All Natural Toothpowder with Mint and Myrrh Gum,$6.95,206,2,0,0,0,0
595872337,Spry Toothpaste - Spearmint - 5 Oz,$8.96,206,5,1,0,0,0
49552033,"Now Foods Solutions Xyliwhite Kids Toothpaste, Orange Splash, 3 Oz",$3.99,206,1,0,0,0,0
972157078,"4 Pack - Desert Essence Natural Tea Tree Oil & Neem Toothpaste, Wintergreen 6.25 oz",$26.99,109,131,11,3,1,1
393630243,6 Pack - Crest Complete Whitening+ Toothpaste Cinnamon 6 oz,$28.32,206,71,4,4,0,1
12177394,"Colgate Max White Liquid Whitening Toothpaste, Mint - 4.6 oz",$10.42,471,8,2,0,0,1
859888667,2 Pack - Crest Kid's Cavity Protection Sparkle Fun Flavor Toothpaste 4.2 oz,$14.17,89,47,3,2,0,0
903546591,"Marvis Toothpaste Flavor Collection Gift Set, 7 count",$34.90,1,0,1,0,0,0
44936181,Pepsodent Complete Care Toothpaste Original Flavor 6 oz (Pack of 3),$10.24,206,1,0,0,0,0
42786768,Kiss My Face Toothpaste Whitening Gel Fluoride Free Kiss My Face 4.5 Ounce Paste,$8.25,206,4,0,0,0,0
713214172,"Supersmile 4.2oz Professional Whitening Toothpaste, Jasmine Green Tea Mint",$19.99,1,1,0,0,0,0
186549044,5 Pack - Sensodyne Fresh Impact Toothpaste 4 oz Each,$40.17,206,9,0,0,0,0
135446552,3 Pack - Biotene Dental - Oral Balance Mouth Moisturizing Gel Fluoride Toothpaste 4.3oz Each,$26.93,1079,1,0,0,0,0
199829775,"2 Pack - Crest Fluoride Anticavity Toothpaste, Regular Paste 4.6 Oz Each",$11.00,818,105,22,4,1,1
969498129,Plus White Xtra Whitening Toothpaste Gel Cool Mint 3.50 oz,$8.45,471,1,0,0,0,0
114922257,2 Pack - Baby Orajel Tooth & Gum Cleanser Bright Banana Apple 1oz Each,$11.00,206,1,0,0,0,0
26958669,"Auromere Herbal toothpaste, Mint Free, 4.16 Oz",$7.64,206,1,0,0,0,0
44935823,GUM PerioShield Oral Health Rinse 10 oz (Pack of 3),$30.05,1079,2,0,0,0,0
365375296,2 Pack - AIM Toothpaste Gel Whitening Mint 6 oz Each,$4.21,818,1,0,0,0,0
121772074,"5 Pack Sensodyne Pronamel Toothpaste Fresh Breath Protects from Acids, 4 oz Each",$40.17,232,72,32,13,4,3
488072125,"Tom's of Maine Cavity Protection Anticavity Baking Soda Peppermint Toothpaste, 5.5 oz - Pack of 6",$37.55,2,5,0,0,0,0
46065020,"Sunstar 460RGB GUM Super Tip Toothbrush with Proxabrush Go-Betweens, Triangular Full Soft Bristle",$3.68 - $11.36,206,4,0,0,1,1
51441168,"Desert Essence Toothpaste, Neem Cinnamint, 6.25 Oz",$11.40,206,2,0,1,0,0
232386367,4 Pack - Crest Whitening Expressions Toothpaste Cinnamon Rush 6 oz,$21.40,206,71,4,4,0,1
565326054,"Crest Cavity Protection Toothpaste, Regular - 6.4 Oz, 6 Pack",$23.99,89,63,17,4,1,0
338050151,"4 Pack - Hello Kids Fluoride Toothpaste, Blue Raspberry 4.2 oz",$22.27,13,1,0,0,0,0
499713012,"3 Pack - Nature's Gate Fluoride Free Toothpaste, Wintergreen Gel 5 oz",$20.59,54,5,3,0,4,0
26967652,Nature's Gate Natural Toothpaste Cherry Gel for Kids 5 oz Paste,$8.80,206,4,1,0,0,1
792748601,"6 Pack - Crest 3D White Luxe Diamond Strong Whitening Toothpaste, Brilliant Mint 4.8 oz",$38.01,132,1,0,0,0,0
128651730,"5 Pack Fresh'n Brite Dual-Layer Denture Toothpaste, 3.8 Oz Each",$30.47,128,1,0,0,0,0
216581354,"Aquafresh Cavity Protection Fluoride Toothpaste, Cool Mint 5.6 oz",$5.98,109,0,0,0,0,1
715819676,"2 Pack - Crest Gum Detoxify Toothpaste, Deep Clean 4.1 oz",$21.26,244,446,119,27,8,8
206288723,Squigle Tooth Builder Sensitive Toothpaste 4 Oz - 4 Pack,$34.99,206,1,0,0,0,0
374817384,"Supersmile Professional Teeth Whitening Toothpaste, Original Mint , 4 Oz",$20.99,1,1,0,0,0,0
43190426,"Philips Sonicare BreathRx Whitening Toothpaste, 4 Oz",$5.56,22,24,6,2,1,0
39454191,Now XyliWhite Refreshmint,$6.71,100,80,15,2,2,1
45018042,Colgate Sensitive Maximum Strength Whitening Toothpaste 6 oz (Pack of 6),$24.60,172,1,0,0,0,0
150578312,Uncle Harry's Fluoride Free Toothpaste - Cinnamon (3 oz glass jar),$10.00,206,1,0,0,0,0
116556327,"Tom's of Maine Whole Care Toothpaste, Cinnamon Clove, 4.0oz 3 Pack",$34.26,206,46,3,0,1,3
26967650,"Fluoride-Free Toothpaste, Creme De Anise, 6 Oz",$12.99,206,2,0,0,0,0
436344859,Sanogyl Global + Whitening toothpaste 75ML,$12.95,206,0,0,0,1,0
114405574,Himalaya Botanique Complete Care Whitening Mint Toothpaste 5.29 oz,$7.96,34,1,0,0,0,0
49603488,NOW Foods Xyliwhite Kids Toothpaste Gel - Bubblegum Splash 3 oz Gel,$5.84,106,2,0,0,0,0
44176406,Ecofam Toothbrush Adult Red XyloBurst 1 Toothbrush,$9.96,206,2,0,0,0,0
318337703,"4 Pack - Crest 3D White Luxe Diamond Strong Whitening Toothpaste, Brilliant Mint 4.8 oz",$27.86,128,0,0,0,1,0
717242862,"4 Pack - GUM Crayola Anticavity Flouride Toothpaste, Fruit Explosion  4.2 oz",$17.35,206,1,0,0,0,0
44604123,Ultra brite Advanced Whitening Toothpaste Clean Mint 6 oz (Pack of 3),$9.99,194,2,0,0,0,0
855517874,"My Magic Mud - Activated Charcoal Toothpaste, Natural, Whitening, Detoxifying, Spearmint, 4 oz.",$12.35,206,600,271,93,32,9
211341959,"2 Pack - Crest, Kids Toothpaste, Frozen, Blue Bubble Gum Pump 4.2 oz",$12.42,89,41,6,0,0,2
896036550,"Lucky Super Soft Adult Toothpaste with Toothbrush, Whitening, 6.4 Oz",$6.98,206,1,0,0,0,1
338381752,Colgate Optic White Stain Fighter Clean Mint Toothpaste - 4.2 ounce,$3.54,109,14,5,1,1,1
121338769,3 Pack - Baby Orajel Tooth And Gum Cleanser Fruit Flavor 0.7oz Each,$12.44,1,1,0,0,0,0
44933107,Sensodyne Tartar Control Plus Whitening Toothpaste 4 oz (Pack of 6),$42.86,39,6,3,0,0,0
44933101,Sensodyne Tartar Control Plus Whitening Toothpaste 4 oz (Pack of 3),$25.19,39,5,3,0,0,0
103189842,2 Pack - Sensodyne Tartar Control Plus Whitening Toothpaste 4 oz Each,$18.40,206,11,5,0,0,0
975591042,"3 Pack - Crest, Kids Toothpaste, Frozen, Blue Bubble Gum Pump 4.2 oz",$18.74,89,41,6,0,0,2
444883707,"4 Pack - Crest  Pro-Health JR. Star Wars Toothpaste, Minty Breeze 4.2 oz",$16.88,89,283,36,16,0,1
403818832,"Jason Sea Fresh Antiplaque & Strengthening Toothpaste, Deep Sea Spearmint 6 oz (Pack of 6)",$27.09,1,42,6,0,0,1
128177447,Lumineux Oral Essentials - Medically Developed Toothpaste Clean & Fresh - 3.75 oz.,$11.30,109,1,0,0,0,0
48658698,Crest Cavity Protection Toothpaste Regular 8.20 oz (Pack of 4),$18.42,818,62,17,4,1,0
341864308,InVitamin - Natural Whitening Activated Charcoal Toothpaste Spearmint Flavor - 4 oz.,$9.99,206,1,0,0,0,0
274890257,"Sensodyne Fluoride Toothpaste, Fresh Impact 4 oz",$9.22,12,9,0,0,0,0
37966817,"Kiss My Face Whitening Anticavity Fluoride Toothpaste, Cool Mint, 4.5 Oz",$4.40,14,3,0,0,0,0
838111232,"2 Pack - Sensodyne Pronamel Strong & Bright Toothpaste, Extra Fresh 3 oz",$18.83,52,23,5,4,3,0
145855930,4 Pack Sensodyne True White Toothpaste EXTRA FRESH 3 oz / 85g Each,$31.95,206,29,11,2,0,0
10311989,CREST COMPLETE T/P WHT+SCP MNT 2.7 OZ,$8.95,206,124,30,7,5,15
418790042,"COALGREAT Activated Charcoal Toothpaste Combo - Set of 4 - All Natural Bamboo Charcoal Teeth Whitening Powder + Charcoal Toothpaste, Fights Gingivitis and Cavities",$29.99,206,2,0,0,0,0
606938001,2 Pack - Gel-Kam Fluoride Preventive Treatment Gel Mint Flavor 4.30 oz,$40.73,971,1,0,0,0,0
12167293,"BreathRx Whitening Toothpaste, 4-Ounce Tubes (Pack of 2)",$10.99,206,1,0,0,0,0
38556464,DDW TOOTHPASTE,$8.80,206,7,0,0,0,0
28646456,"Jason Sea Fresh Toothpaste, Sea Algae, 6 Oz",$8.03,206,1,0,0,0,0
156809319,"Sensodyne Toothpaste for Sensitive Teeth and Cavity Prevention, Maximum Strength Extra Whitening 6.5 oz (3 pack)",$28.88,206,17,3,0,0,1
152479848,"Supersmile Whitening Toothpaste, 4.2 Oz",$24.11,6,5,0,1,0,0
44722062,"Sensodyne Fluoride Toothpaste, Fresh Impact 4 oz (Pack of 6)",$45.63,12,11,0,0,0,0
46221839,Listerine Original 500 mL (Pack of 2),$15.63,43,371,37,10,3,4
49913308,"Crest 3D White Foaming Clean Whitening Toothpaste, 4.8 oz, Pack of 2",$0.50,206,32,12,5,3,3
144937811,2 Pack - Sensodyne Fresh Impact Toothpaste 4 oz Each,$17.94,206,12,0,0,0,0
540929353,"Crest Pro-Health Advanced Whitening Power Toothpaste (6.0 Ounce, 5 Count)",$28.78,206,33,8,4,4,4
559899946,"Crest Gum Detoxify Deep Clean Toothpaste, 4 / 4.1 Ounce",$9.99,682,245,76,18,7,3
44605093,Oral-B Precision Clean Replacement Brushheads 3 Ea (Pack of 3),$39.40,2038,2,0,0,0,0
44602548,Oral-B Precision Clean Replacement Brushheads 3 Ea (Pack of 2),$27.12,138,4,1,0,0,0
45022533,Crest Whitening Plus Scope Toothpaste Minty Fresh Striped 2.70 oz (Pack of 2),$9.46,109,1901,544,117,30,19
131791394,"Zion Health Natural ClayBrite Sensitive Gums Toothpaste, 4 Oz",$9.48,1,1,0,0,0,0
